story_id,name,story_text
2468,Как у них: Танзания,"["""",""Путешествие в Танзанию"",""Это Таша. Новый год — 2019 она встретила с друзьями в Танзании: посетила крупнейший город страны Дар-эс-Салам, несколько безымянных деревень и остров Занзибар с роскошными пляжами. Вот как организовать такую поездку."",""Туристический сезон"",""Танзания — страна на востоке Африки у побережья Индийского океана. Там круглый год +25—35 °C. На сафари лучше приезжать зимой, а на пляжи — между сезонами дождей, которые идут с ноября до середины декабря и с середины марта по начало июня."",""Как добраться"",""Прямых рейсов в Танзанию из России нет. Таша летела с пересадкой в Стамбуле. Билеты из Санкт-Петербурга до Дар-эс-Салама можно купить за 34 000—70 000 ₽ на человека. Визу ставят в паспорт по прилете."",""Жилье"",""В Дар-эс-Саламе и Стоун-Тауне можно снять комнату или место в хостеле за 900 ₽. На пляже хостелы стоят от 3000 ₽, хороший отель прямо у океана — 8000—9000 ₽. Домик на двоих в национальном парке стоит от 2500 ₽."",""Еда"",""Обед в уличном кафе стоит от 100 ₽, в ресторане — в среднем 750 ₽ на человека. Кофе можно выпить за 15 ₽. На рынке манго или несколько бананов продают за 15 ₽, ананас или килограмм маракуйи — за 60 ₽."",""Транспорт"",""Во все национальные парки летают самолеты, билеты начинаются от 2500 ₽. Между Дар-эс-Саламом и Занзибаром ходит паром за 2300—4000 ₽. Проезд на маршрутках и автобусах по городу стоит 30—200 ₽."",""Сафари"",""Главное в Танзании — животные. Здесь можно увидеть «большую африканскую пятерку»: слона, носорога, буйвола, льва и леопарда. Таша заплатила 11 500 ₽ за 2 дня сафари в парке Микуми: на дорогу, аренду джипа с водителем, ночлег, еду и сбор за въезд в парк."",""Еще в Танзании находится Килиманджаро — высочайшая точка Африки и самая высокая отдельно стоящая гора в мире. Подъем обойдется примерно в 130 000 ₽ и займет 6—8 дней.  "",""Увидеть своими глазами"",""Во время путешествия по Танзании вокруг мелькают яркие картинки из фильмов про Африку: люди, буйволы, велосипеды, деревни. Потом к ним добавляются жирафы и зебры, отрешенно жующие кусты прямо у дороги."",""Читать историю Таши""]"
2471,Спектакли на майские,"["""",""Спектакли на майские"",""Осовремененный Исаак Бабель, научная фантастика и спектакль с грузинским колоритом на длинных выходных"",""Амстердам"",""2, 3 МАЯ,\\\\n2 ИЮНЯ"",""СОВРЕМЕННИК"",""Спектакль по новой пьесе драматурга Александра Галина о конфликте поколений и принятии чужого мировоззрения. В главной роли Михаил Ефремов. "",""Билеты"",""Платонов"",""3, 14 МАЯ"",""ТЕАТР САТИРЫ"",""Постановка первой пьесы Чехова «Безотцовщина». Типичный чеховский сюжет о людях, которые ищут и не могут найти смысл жизни. Платонова играет Максим Аверин, Войницеву — Ольга Ломоносова."",""Билеты"",""Я, бабушка, Илико и Илларион"",""1, 2 МАЯ"",""ТЕАТР НА ЮГО-ЗАПАДЕ"",""Колоритная история о юности в небольшой грузинской деревне на фоне Великой Отечественной войны. Лирический спектакль о дружбе и семье, сдобренный грузинским весельем."",""Билеты"",""Фиалка Монмартра"",""2 МАЯ"",""ТЕАТР ОПЕРЕТТЫ"",""Самая романтичная оперетта венгерского композитора Имре Кальмана о жизни французской богемы XIX века. Либретто основано на журналистских зарисовках писателя Анри Мюрже. "",""Билеты"",""Конармия"",""2, 3 МАЯ,\\\\n14, 15 ИЮНЯ"",""ЦЕНТР ИМ. МЕЙЕРХОЛЬДА"",""Книга Исаака Бабеля о Гражданской войне, пересказанная актерами Мастерской Брусникина с помощью языка тела и электронной музыки Ивана Кушнира. Режиссер Максим Диденко пытается найти ответ на вопрос: в чем природа революции и войны."",""Билеты"",""Цветы для Элджернона"",""4, 25 МАЯ"",""РАМТ"",""Театральная версия научно-фантастического бестселлера Дэниела Киза про эксперименты с интеллектом. Спектакль Юрия Грымова идет с 2013 года и каждый раз собирает полные залы."",""Билеты""]"
2474,Концерты на крыше,"["""",""Концерты на крыше"",""Что слушать этим летом на площадке Roof Place на Васильевском острове"",""Roof Place"",""С мая по сентябрь на крыше бывшей кожевенной фабрики с видом на Финский залив будут проходить концерты российских музыкантов в формате Roof Fest. Список из нескольких десятков артистов сезона-2019 уже объявлен."",""Рита Дакота"",""26 мая"",""Новый сезон открывает участница «Фабрики звезд», которая представит недавно вышедшую песню «Новые линии» и споет хиты «Цунами» и «Полчеловека»."",""Билеты"",""Варвара Визбор"",""5 июня"",""Наследница музыкальной династии споет на крыше избранные треки со своих прошлых альбомов, новые композиции, а также главные советские песни своего дедушки Юрия Визбора."",""Билеты"",""Аукцыон"",""10 июля"",""Традиционный большой летний концерт самой популярной авангардной группы из Петербурга: вечные «Дорога», «Осколки» и песни с последнего альбома «На солнце»."",""Билеты"",""Каста"",""18 июля"",""Старожилы российского хип-хопа возвращаются в Петербург с опорными хитами, а также треками с последнего альбома «Четырёхглавый орёт». "",""Билеты"",""Вячеслав Бутусов"",""3 августа"",""Солист Nautilus Pompilius сыграет юбилейную программу «Гудбай, Америка!», а значит — будут главные хиты группы вроде «Круговой поруки» и видеоряд, состоящий из хроникальных концертных записей."",""Билеты""]"
2475,Концерты на майские,"["""",""Концерты на майские праздники"",""Куда сходить на длинных выходных"",""МультFильмы"",""3 мая, Мумий Тролль Music Bar"",""Самая успешная российская группа из бритпоповой волны начала нулевых презентует альбом «Романтика 2», который был записан еще в 2007 году, но так и не был выпущен. "",""Билеты"",""Vanyn"",""4 мая, Аптекарский огород"",""Необычный концерт инди-группы с романтическим вайбом, который пройдет в оранжерее Аптекарского огорода, в окружении пальм и орхидей. "",""Билеты"",""Oxana Voytenko"",""2 мая, Left Bank"",""Сплав современного джаза, соула, босановы и фолка от певицы из Калининграда, которая живет в Ганновере и завоевывает европейскую джазовую сцену."",""Билеты"",""4’33"",""4 мая, 16 тонн"",""Культовый инструментальный ансамбль под руководством скрипача Александра Айги празднует 25-летний юбилей — и в связи с этим сыграет ностальгическую программу. "",""Билеты"",""Кристина Кошелева"",""3 мая, 16 тонн"",""Живое выступление финалистки проекта «Песни» на ТНТ и фаворитка Максима Фадеева, который после шоу пригласил певицу на свой лейбл. "",""Билеты""]"
2476,Чем заняться на майских,"["""",""Чем заняться на майских"",""7 идей для длинных выходных в Петербурге"",""Сходите на выставку "",""Работы Фриды Кало и ее мужа Диего Риверы показывают в Музее Фаберже до 19 мая. В продолжение латиноамериканской темы можно заглянуть в Главный штаб Эрмитажа, на выставку чилийского сюрреалиста Роберто Матты."",""Дегустируйте настойки"",""Облепиховую — в свойском баре «Залив» на Некрасова. Шаляпинскую, на чае, — в неорюмочной Laboratorio Distilta в Бертгольд-центре. Вишневку на дубовой щепе — в коктейльном заведении Orthodox на Рубинштейна."",""Посмотрите на ледоколы"",""4 и 5 мая в честь Фестиваля ледоколов у набережной Лейтенанта Шмидта пришвартуются арктические суда. На палубы можно подняться бесплатно, гвоздь программы — вальс буксиров на Неве."",""Проверьте новые рестораны на Петроградке "",""По Петроградской приятно бродить, но поесть тут еще недавно было проблемой. Теперь все изменилось: новое заведение Harvest от хозяев Duo, российские морепродукты в Port 2.0 и кафе Sight с хорошими завтраками и коктейлями."",""Проведите солнечный день в «Севкабель Порту»"",""Перекусите в самом зеленом кафе Петербурга Grün, выпейте в «Мачтах» и посидите на набережной. В расписании событий на майских праздниках значатся дизайнерский маркет, постановка оперы «Паяцы» и фестиваль о путешествиях."",""Изучите самый роскошный вокзал России"",""На экскурсиях по дореволюционному Витебскому вокзалу от проекта «Петербург глазами инженера» можно заглянуть в обычно недоступные помещения, например, в бизнес-лаунж начала XX века — зал ожидания для высших чинов."",""Съездите за город"",""Если хочется воздуха, моря и санаторной атмосферы, отправляйтесь в Зеленогорск, чтобы покататься на колесе обозрения в старомодном Парке культуры и отдыха, или в Солнечное — погулять по пляжу с советскими скульптурами."",""Арендовать машину""]"
2478,Главные сериалы мая,"["""",""Главные сериалы мая"",""Чернобыль"",""Релиз: 6 мая"",""Драматический сериал HBO расскажет о простых людях, которые стали героями в апреле 1986 года. В главных ролях — Стеллан Скарсгард и Эмили Уотсон."",""Общество"",""Релиз: 10 мая"",""Фэнтези про американских подростков, оказавшихся в копии родного городка, где нет их родителей. Netflix обещает современный взгляд на сюжет в духе «Повелителя мух»."",""Уловка-22"",""Релиз: 17 мая"",""Пилот ВВС США симулирует сумасшествие, но обстоятельства Второй Мировой оказываются еще безумнее. Экранизация сатирического романа Джозефа Хеллера от Джорджа Клуни."",""Когда они нас увидят"",""Релиз: 31 мая"",""Политическая драма про резонансное дело в США: пятерых афроамериканцев ложно обвинили в изнасиловании белой девушки. В режиссерском кресле — Ава ДюВерней («Сельма»)."",""Благие знамения"",""Релиз: 31 мая"",""Ангел (Майкл Шин) и демон (Дэвид Теннант) принимаются за воспитание юного Антихриста. Экранизация юмористического фэнтези-романа Нила Геймана и Терри Пратчетта.""]"
2479,Фильмы Франсуа Озона,"["""",""Фильмы Франсуа Озона"",""Гид по творчеству французского режиссера: от картины, с которой лучше начать знакомство, до фильма, который идет в кино прямо сейчас"",""8 женщин"",""С чего начать"",""Самый легкий фильм Озона — мюзикл о таинственном убийстве мужчины во время семейного уик-энда. В главных ролях — лучшие французские актрисы: Фанни Ардан, Катрин Денев, Изабель Юппер."",""Подробнее"",""В доме"",""Узнать получше"",""Учитель литературы поражается таланту своего ученика, который пишет рассказ о семье друга, но подросток оказывается не так прост. Ироничная сатира и социальная драма в одном флаконе откроют новую грань режиссера."",""Подробнее"",""Бассейн"",""Понять суть"",""Писательница Саманта отдыхает на вилле вместе с нимфоманкой Жюли. Грядущая трагедия даст новый толчок ее творчеству. Здесь Озон собирает любимые темы: искусство, сексуальность, психологизм."",""Подробнее"",""Новая подружка"",""Простить"",""Вдовец Давид экспериментирует с гендером: мужчина облачается в одежду покойной жены и заводит роман с ее лучшей подругой Клэр. Крайне неоднозначная комедия о смене нравов."",""Подробнее"",""По воле божьей"",""Сходить в кино"",""Основанный на реальных событиях фильм о педофилах-священниках и их жертвах, которые спустя многие годы решают предать дело огласке. Самый политически правильный фильм Озона прямо сейчас идет в кино. "",""Купить билет""]"
2484,Рестораны на майские,"["""",""Рестораны на майские выходные "",""Перуанские сашими, коктейли в викторианском интерьере и очень элитные морепродукты"",""Chicha"",""Новинский б-р, 31"",""Средний чек: 1500—2500 ₽"",""Перуанский ресторан, названный в честь национального напитка из початков черной кукурузы, корки ананаса и пряностей. В первую очередь стоит попробовать сашими, усузукурис, суши – совсем не такие, как в азиатских ресторанах — и перуанские закуски. "",""Забронировать"",""Хон Гиль Дон"",""Серафимовича, 2"",""Средний чек: 700—1500 ₽"",""Лапшичная в стиле бара в Гонконге с тайскими и вьетнамскими блюдами: димсамы, суп фо, рис тя-хан с тигровыми креветками и большой выбор азиатских холодных и горячих закусок. На баре — классические коктейли и большой выбор чистого алкоголя от вина до кашасы. "",""Забронировать"",""Black Swan Pub"",""Солянка, 1/2"",""Средний чек: 700—1500 ₽"",""Бар с впечатляющим интерьером в викторианском и готическом стилях, местами напоминающий руин-пабы Будапешта. В меню простая еда, которая дополняет обширный бар: греческий салат с черными гренками, грин-боул, мидии в белом вине и много закусок. "",""Забронировать"",""800 °С \\\\nContemporary Steak"",""Б. Патриарший пер., 6, стр. 1"",""Средний чек: 1500—2500 ₽"",""Большой мясной ресторан с мясом из России, Аргентины и Японии. Готовят стейки, 11 видов бургеров стандартного размера и сеты мини-бургеров. Главный гарнир — картофельное пюре, которое официанты советуют использовать вместо соуса."",""Забронировать"",""Officina"",""Забелина, 1"",""Средний чек: 700—1500 ₽"",""Траттория итальянского шеф-повара Мирко Дзаго с меню без претензий: 9 видов пасты, брускетты с помидорами и страчателлой, равиоли и выдающиеся десерты — тирамису и семифредо."",""Забронировать"",""Assunta Madre"",""Поварская, 52/55, стр. 2"",""Средний чек: более 2500 ₽"",""Элитные морепродукты из Италии привозят ежедневно: на ледяной витрине можно самостоятельно выбрать дикую рыбу и морских гадов — устрицы, лангустины, морские гребешки, мидии и крабы. "",""Забронировать"",""Sapiens Est"",""Пушечная, 4, стр. 1"",""Средний чек: 1500—2500 ₽"",""В меню авторская классика вроде севиче с лососем, папайей и муссом из хрена, много азиатских блюд и рыбы. За контактной барной стойкой готовят авторские миксы, например коктейль Bramble на джине с ежевикой и хинном вине."",""Забронировать""]"
2488,,"["""",""18+, 72 мин."",""Время монстров"",""Джордан Дауни"",""Фэнтези-хоррор в стиле «Выжившего» и видеоигры Dark Souls: средневековый воин живет отшельником в лесу и сражается с монстрами, убившими его дочь. "",""Посмотреть в кино"",""12+, 149 мин."",""Жертвоприношение"",""Андрей Тарковский"",""Последний фильм Тарковского и его кинозавещание на большом экране. Философская притча о человеке, который готов принести в жертву все, что любит, чтобы избежать ядерной войны."",""Посмотреть в кино"",""16+, 116 мин."",""В метре "",""друг от друга"",""Джастин Бальдони"",""Подростковая мелодрама про любовь и смерть со звездой «Ривердейла» Коулом Спроусом: из-за редкой болезни главные герои не могут подходить друг к другу ближе, чем на метр. "",""Посмотреть в кино"",""6+, 90 мин."",""Спасибо деду "",""за Победу"",""Теймураз Тания"",""Московский школьник приезжает в абхазскую деревню к дедушке, который рассказывает ему веселые и мудрые истории о своей молодости."",""Посмотреть в кино"",""6+, 75 мин."",""Принцесса Эмми"",""Пит де Риккер"",""Немецкий мультфильм про принцессу, которая умеет разговаривать с лошадьми. Вместе с друзьями она находит волшебную книгу и спасает королевство."",""Посмотреть в кино"",""Кэшбэк 15%"",""Вернем 15% от суммы каждой покупки билетов в приложении, но не более 3000 ₽ до 31 мая 2019 года. Бонусы начисляются в соответствии с бонусной программой карты."",""Пойти в кино""]"
2490,,"["""",""18+, 72 мин."",""Время монстров"",""Джордан Дауни"",""Фэнтези-хоррор в стиле «Выжившего» и видеоигры Dark Souls: средневековый воин живет отшельником в лесу и сражается с монстрами, убившими его дочь. "",""Посмотреть в кино"",""16+, 116 мин."",""В метре "",""друг от друга"",""Джастин Бальдони"",""Подростковая мелодрама про любовь и смерть со звездой «Ривердейла» Коулом Спроусом: из-за редкой болезни главные герои не могут подходить друг к другу ближе, чем на метр. "",""Посмотреть в кино"",""6+, 90 мин."",""Спасибо деду "",""за Победу"",""Теймураз Тания"",""Московский школьник приезжает в абхазскую деревню к дедушке, который рассказывает ему веселые и мудрые истории о своей молодости."",""Посмотреть в кино"",""6+, 75 мин."",""Принцесса Эмми"",""Пит де Риккер"",""Немецкий мультфильм про принцессу, которая умеет разговаривать с лошадьми. Вместе с друзьями она находит волшебную книгу и спасает королевство."",""Посмотреть в кино"",""Кэшбэк 15%"",""Вернем 15% от суммы каждой покупки билетов в приложении, но не более 3000 ₽ до 31 мая 2019 года. Бонусы начисляются в соответствии с бонусной программой карты."",""Пойти в кино""]"
2491,,"["""",""В чем не стоит хранить «финансовую подушку»"",""Рассказываем о самых неудачных вариантах, чтобы вы не повторяли этих ошибок"",""Имущество"",""Иногда в случае финансовых проблем люди надеются продать машину или квартиру. Но это может занять много времени или придется делать большую скидку. А главное — нельзя продать 10% машины или 2% квартиры, если вам срочно понадобятся 100 000 ₽."",""Помощь близких"",""Некоторые считают, что «подушка» не нужна, а при сложностях им помогут родственники или друзья. Но ставить свои финансы в зависимость от других людей не стоит: в нужный момент у них самих может не оказаться денег. А еще это самый простой способ испортить отношения с близкими."",""Кредиты или микрозаймы"",""Взять в случае проблем потребительский кредит или микрозаём — один из худших вариантов. Если не удастся вернуть долг быстро, финансовые сложности только возрастут из-за процентов."",""Ценные бумаги"",""Акции, облигации и другие ценные бумаги могут сильно колебаться в цене, поэтому ваша «подушка» не будет в безопасности. Кроме того, не всегда можно быстро продать или купить бумаги: биржа не работает в выходные."",""Драгоценные металлы"",""Цена золота или серебра тоже может сильно меняться. Монеты и слитки не очень удобно хранить и не всегда получается быстро продать."",""Как правильно?"",""Чтобы действительно быть готовым к сложностям, надо иметь запас денег минимум на 3, а лучше на 6 месяцев. Лучшие варианты для хранения резерва — накопительный счет, вклад или карта Tinkoff Black."",""Вклады в Тинькофф""]"
2492,Дивиденды в долларах,"["""",""Как получать дивиденды в долларах"",""Некоторые компании делятся прибылью с акционерами и выплачивают дивиденды. Выплаты могут быть и в долларах"",""Кто платит дивиденды"",""Крупные американские компании, которые давно на рынке и ежегодно увеличивают выплаты, называют «дивидендными аристократами»: например, AT&T, Chevron, McDonald’s, PepsiCo и другие. Дивиденды в долларах есть и у некоторых российских компаний, например у Veon и TCS."",""Как часто платят дивиденды"",""Обычно американские компании платят дивиденды раз в квартал, российские — два раза в год."",""Сколько можно заработать"",""В среднем на дивидендах можно заработать до 5% от цены акции. Если нашли доходность выше, внимательно изучите такую компанию, прежде чем покупать ее акции: это может быть плохим признаком."",""Как сэкономить на налогах"",""По умолчанию с дивидендов американских компаний удерживается налог — 30%. Вы можете понизить его до 13%, если подпишете в личном кабинете форму W-8BEN."",""Как купить"",""В каталоге Тинькофф Инвестиций тоже есть «дивидендные аристократы». А в карточке бумаги во вкладке «Дивиденды» можно посмотреть, до какого числа нужно купить акцию, чтобы получить по ней дивиденды."",""Посмотреть подборку акций""]"
2493,Дивиденды в долларах,"["""",""Как получать дивиденды в долларах"",""Некоторые компании делятся прибылью с акционерами и выплачивают дивиденды. Выплаты могут быть и в долларах"",""Кто платит дивиденды"",""Крупные американские компании, которые давно на рынке и ежегодно увеличивают выплаты, называют «дивидендными аристократами»: например, это AT&T, Chevron, McDonald’s, PepsiCo и другие."",""Как часто платят дивиденды"",""Обычно американские компании платят дивиденды раз в квартал, российские — два раза в год."",""Сколько можно заработать"",""В среднем на дивидендах можно заработать до 5% в год от цены акции. Если нашли доходность выше, внимательно изучите такую компанию, прежде чем покупать ее акции, — это может быть плохим признаком. Чтобы снизить риск, вкладывайтесь в компании из разных отраслей или ETF."",""Как получать дивиденды ETF"",""Некоторые инвестиционные фонды тоже платят дивиденды, например ETF Vanguard и Blackrock. Чтобы купить долю в дивидендных ETF, нужен статус квалифицированного инвестора. Как его получить — подскажут в чате приложения Тинькофф Инвестиции."",""Как сэкономить на налогах"",""По умолчанию с дивидендов американских компаний удерживается налог — 30%. Вы можете понизить его до 13%, если подпишете в личном кабинете форму W-8BEN."",""Как получать еще больше "",""В рублях тоже можно хорошо заработать: у российских компаний бывают щедрые дивиденды. Хотите узнать больше — посмотрите обзор Тинькофф Инвестиций Премиум."",""Смотреть обзор""]"
2494,Чем заняться на майских,"["""",""Чем заняться на майских"",""7 идей для длинных выходных в Москве"",""Сходите на выставку"",""Главные арт-события весны: выставка Павла Пепперштейна в «Гараже», Фрэнсис Бэкон в Пушкинском музее и Эдвард Мунк в Третьяковке. Успейте сходить на майских, чтобы потом не жалеть."",""Попробуйте морских гадов"",""Цены на морепродукты в Москве внезапно стали ниже крымских, и на качество это никак не повлияло. Дюжина дальневосточных устриц в гастробаре «Дюжина» — 1200 ₽. Морские ежи в ресторане «Старик и море» — от 150 ₽."",""Выбрать ресторан"",""Исследуйте «Депо»"",""Гигантский фуд-молл на Белорусской, в котором можно провести весь день. Мясо всех мастей готовят в Sebbs, хинкали — в Tsomi, морепродукты — в «Чилиме». Для сахарного рая идите в кондитерскую Crema."",""Подробнее"",""Устройте бархопинг"",""За коктейлями — в «Котельную» от создателей Noor, за небанальными настойками — в «Зинзивер». Вино и сидр ищите в «Напитках» на Кузнецком мосту. Игристый джекпот — Prosecco bar на Пятницкой."",""Возродите ремесло в Измайлово"",""Vernissage — арт-кластер на месте торговых рядов возле Измайловского кремля. Здесь можно записаться на курсы керамики, ювелирного дела и шитья. Ребята из мастерской «ТортУмен» научат вас печь пироги."",""Превратитесь в тотемное животное"",""Mutabor — новый культурный центр от создателей клуба Arma17. Это площадка для свободного искусства, а не только для рейвов. Следите за анонсами на официальной странице Mutabor в «Фейсбуке».""]"
2495,Рестораны на майские,"["""",""Рестораны на майские выходные "",""Французский луковый суп, датские смёрребрёды и альтернативные стейки"",""Паруса на крыше"",""Льва Толстого, 9"",""Средний чек: 700—1500 ₽"",""Ресторан на крыше бизнес-центра «Толстой-сквер», с которой открывается живописный вид на исторический центр. Кухня смешанная, есть все базовые блюда — от бефстроганов до хачапури. На баре подают авторские и классические коктейли. "",""Забронировать"",""Чечил"",""Дегтярный переулок, 2"",""Средний чек: 1500—2500 ₽"",""Грузинская кухня от Ginza Project: очень много салатов, все главные закуски — от пхали до грузинских сыров, 6 видов хачапури и мясо — чахохбили, чанахи, оджахури. Домашнее вино подают по бокалам и бутылкам."",""Забронировать"",""Hitch"",""Московский пр-т, 179"",""Средний чек: 1500—2500 ₽"",""Коллаборация ресторанной группы Italy и «Мираторга», посвященная Альфреду Хичкоку. Готовят три альтернативных и четыре классических стейка, бифштекс, бургеры, пельмени с мраморной говядиной и тартары. Также есть рыбные и вегетарианские позиции. "",""Забронировать"",""Суп вино"",""Казанская, 24"",""Средний чек: 700—1500 ₽"",""Крохотный гастробар на пять столиков со здоровой едой. Как понятно из названия, главное блюдо здесь — суп: французский луковый, финский сливочный, чили кон карне или южно-индийский тамариндовый, а главный напиток — вино: бокал домашнего обойдется в 190 ₽. "",""Забронировать"",""Korova bar"",""Московский просп., 97"",""Средний чек: 700—1500 ₽"",""Стейк-хаус с десятилетней историей. На стенах — коровьи шкуры, в меню — стейки, филе-миньон, котлеты, мясо в виде горячих и холодных закусок, бефстроганов и мясные супы. "",""Забронировать"",""Circus"",""Маршала Жукова пр-т, 41"",""Средний чек: 700—1500 ₽"",""Ресторан с интерьером цирка: круглый зал, яркая обивка мебели, красное освещение, зеркала как в гримерках. Готовят грузинские, европейские и восточные блюда. Особого внимания заслуживают смёрребрёды — датские бутерброды с необычными начинками. "",""Забронировать""]"
2498,Финсловарь: Скоринг,"["""",""Скоринг —"",""Это система оценки рисков, которую использует банк, когда принимает решение о выдаче кредита"",""Финсловарь "",""А–Я"",""Что это значит?"",""Перед тем как одобрить кредит, банк запрашивает информацию в бюро кредитных историй: есть ли другие займы, вовремя ли их погасили, какая у вас зарплата и так далее. Все это влияет на ваш кредитный рейтинг и на решение банка."",""Финсловарь "",""А–Я"",""Зачем мне это нужно?"",""Кредитный рейтинг меняется в зависимости от вашего поведения. Чтобы повысить его, старайтесь вовремя вносить платежи и не обращаться за кредитом одновременно в несколько банков.""]"
2499,Где гулять: небольшие парки,"["""",""Где гулять: небольшие парки"",""5 парков Москвы, которые можно обойти за полчаса"",""Сад Баумана"",""Старая Басманная, 15"",""Сад знаменит эстрадой-ракушкой, на которой снималась сцена фильма «Покровские ворота», — сейчас на ней проводят лекции, мастер-классы и концерты. На территории есть магазин пластинок, теннисные столы, фургончики с фастфудом и хорошая детская площадка. "",""Делегатский парк"",""2-й Щемиловский пер., 6"",""Парк на территории бывшей усадьбы графа Остермана с отличными детскими горками, качелями, тарзанками и скалодромом. Для взрослых есть ресторан с красивой верандой, площадки для спорта, дорожки для игры в петанк и уличные тренажеры."",""Сиреневый сад"",""Щелковское шоссе, вл. 8—12"",""Сад был открыт в 60-е на основе питомника, где селекционер Колесников выводил необычные сорта сирени. Например, тут растет «Небо Москвы» — сорт-хамелеон с оригинальной окраской. В парке нет аттракционов и палаток с едой, так что это идеальное место для тихой прогулки. "",""Тюфелева роща"",""ЗИЛ"",""Ультрасовременный парк на месте завода Лихачева с лазурным прудом и оригинальной перголой — навесом, объединяющим одновременно смотровую площадку высотой 8 метров и прогулочную зону длиной 1,3 километра."",""Екатерининский парк"",""Большая Екатерининская, 27"",""Тихий старинный парк с двухсотлетними дубами, ивами и вишневыми деревьями на Достоевской. Когда-то на этом месте располагалась цепочка прудов в русле реки, но из них сохранился только один — с коричневыми уточками и прокатом лодок."",""Ходынское поле"",""Ходынский б-р, 4"",""Большая территория с множеством прогулочных и беговых дорожек, спортивных и детских площадок на месте бывшего аэродрома. В парке есть большой пруд, лежаки, площадка для выгула и дрессировки собак и современная скейт-зона. ""]"
