party_rk,gender_cd,age,marital_status_desc,children_cnt,region_flg
30937,M,50.0,Разведен (а),0,0
36499,M,50.0,Женат/замужем,0,0
7885,M,40.0,Женат/замужем,4,0
19273,M,50.0,Женат/замужем,0,0
20642,F,25.0,Холост/не замужем,0,0
42444,F,25.0,Женат/замужем,0,0
89861,F,30.0,Холост/не замужем,0,0
49372,F,25.0,,0,0
58225,M,35.0,Холост/не замужем,0,0
64160,M,45.0,Разведен (а),0,0
17875,M,40.0,Женат/замужем,0,0
51720,M,40.0,Женат/замужем,0,0
89029,M,45.0,Женат/замужем,0,0
4958,M,35.0,Холост/не замужем,0,0
38674,F,30.0,,0,0
45990,M,45.0,Женат/замужем,0,0
78199,M,30.0,Холост/не замужем,0,0
52178,M,40.0,Женат/замужем,0,0
74875,M,30.0,,0,0
82362,M,55.0,Женат/замужем,0,0
50406,F,35.0,,0,0
6368,F,35.0,Разведен (а),0,1
31735,M,45.0,Женат/замужем,0,1
39267,M,35.0,Разведен (а),0,0
55223,M,55.0,,0,0
8667,F,40.0,Женат/замужем,1,0
36768,F,60.0,,0,0
53880,F,40.0,Гражданский брак,0,0
630,M,40.0,,4,1
14794,M,40.0,Женат/замужем,0,0
63819,M,40.0,,0,0
52576,F,45.0,Женат/замужем,0,0
7608,F,35.0,Холост/не замужем,0,0
40077,M,30.0,Женат/замужем,0,0
73656,M,25.0,Холост/не замужем,0,0
18056,F,25.0,Женат/замужем,0,0
36014,F,50.0,Холост/не замужем,0,0
42691,M,35.0,,0,0
76559,F,20.0,Холост/не замужем,0,0
6014,M,30.0,Холост/не замужем,0,0
60986,M,45.0,Женат/замужем,0,0
83553,M,25.0,,0,0
14596,M,30.0,Женат/замужем,0,1
89758,F,35.0,Женат/замужем,0,0
12005,F,40.0,Разведен (а),2,0
46385,M,30.0,Холост/не замужем,0,0
4347,M,60.0,Разведен (а),0,0
36165,F,35.0,Женат/замужем,0,0
74123,F,45.0,Холост/не замужем,0,0
24893,F,35.0,,0,1
58894,F,35.0,,4,1
82435,M,40.0,,0,0
31640,M,35.0,Холост/не замужем,0,0
66949,M,25.0,Холост/не замужем,0,0
5517,M,40.0,Женат/замужем,1,0
52053,F,35.0,Женат/замужем,0,0
83792,M,25.0,Холост/не замужем,0,0
20674,F,45.0,Женат/замужем,3,1
66116,F,40.0,Разведен (а),0,0
85425,F,55.0,,0,0
36517,F,30.0,,0,0
53178,F,55.0,Разведен (а),0,1
85581,M,45.0,,0,0
13799,M,45.0,Холост/не замужем,0,0
16576,M,35.0,Женат/замужем,2,0
21959,M,45.0,Женат/замужем,1,0
54770,F,55.0,,4,0
61350,M,30.0,Женат/замужем,0,0
71158,M,35.0,,0,0
18345,M,45.0,Женат/замужем,2,0
47123,F,20.0,Холост/не замужем,0,0
12558,F,35.0,Женат/замужем,1,0
34059,F,50.0,Разведен (а),0,0
54111,M,40.0,,0,1
80534,M,45.0,,0,0
5984,M,30.0,Холост/не замужем,0,0
18163,F,55.0,Женат/замужем,0,0
50942,M,40.0,,0,0
8426,M,35.0,Женат/замужем,0,0
54520,M,25.0,,0,0
79379,M,30.0,Холост/не замужем,0,0
87270,F,25.0,Холост/не замужем,0,0
10503,F,50.0,Женат/замужем,0,0
13496,F,30.0,Холост/не замужем,0,0
87094,F,25.0,,0,1
21752,M,55.0,Разведен (а),0,0
29796,F,35.0,Женат/замужем,1,0
49646,M,40.0,Холост/не замужем,0,0
9309,M,40.0,,4,0
40153,F,55.0,,0,1
78848,F,30.0,Женат/замужем,0,0
25885,F,25.0,Холост/не замужем,0,0
82752,F,50.0,Разведен (а),0,1
11409,F,40.0,Женат/замужем,1,0
30881,M,35.0,Женат/замужем,2,0
5823,M,50.0,,4,0
51151,M,35.0,Гражданский брак,0,0
67047,M,25.0,Женат/замужем,0,0
45230,F,30.0,Женат/замужем,0,0
24526,M,25.0,Женат/замужем,0,0
10622,F,35.0,,4,0
12691,M,55.0,Женат/замужем,2,0
16916,F,50.0,Холост/не замужем,2,0
71526,M,20.0,Холост/не замужем,0,0
74433,F,25.0,Женат/замужем,0,0
14505,F,60.0,,4,0
76456,M,30.0,Женат/замужем,0,0
37083,F,50.0,,0,1
74576,F,70.0,Женат/замужем,0,0
29280,F,35.0,,0,0
39931,M,30.0,Женат/замужем,0,0
65076,M,55.0,Женат/замужем,1,0
78922,F,25.0,Женат/замужем,0,0
34248,F,35.0,Холост/не замужем,0,0
4056,F,35.0,Холост/не замужем,0,0
42277,M,35.0,Женат/замужем,0,0
54372,M,35.0,Холост/не замужем,0,0
45208,M,35.0,Разведен (а),0,0
66058,M,35.0,,0,1
75812,M,20.0,,0,0
42717,F,35.0,Женат/замужем,0,0
55965,F,25.0,Женат/замужем,0,0
76061,F,30.0,Женат/замужем,0,0
20873,M,60.0,,0,0
49316,F,25.0,,0,0
7060,F,35.0,Гражданский брак,1,0
68947,M,40.0,Разведен (а),0,0
80499,F,35.0,Холост/не замужем,0,1
17912,F,65.0,Женат/замужем,0,0
71511,M,35.0,Холост/не замужем,0,0
55962,F,20.0,,0,1
14020,M,40.0,Холост/не замужем,2,0
50823,F,50.0,Женат/замужем,0,0
71790,M,40.0,Гражданский брак,0,0
12984,M,30.0,Женат/замужем,0,0
40033,F,50.0,Гражданский брак,0,0
49652,M,35.0,Холост/не замужем,0,1
65176,F,35.0,,0,0
57732,F,25.0,,0,0
69866,F,35.0,Женат/замужем,0,0
20226,F,45.0,Женат/замужем,3,0
32165,F,45.0,Женат/замужем,0,0
48465,M,55.0,Женат/замужем,0,0
61381,M,50.0,Женат/замужем,0,0
82755,M,35.0,,0,0
86774,M,45.0,,0,1
17946,F,45.0,,0,0
32979,F,40.0,Женат/замужем,0,1
52868,F,25.0,,0,0
68989,F,35.0,,0,0
7472,M,40.0,Женат/замужем,0,1
40796,F,30.0,Женат/замужем,0,0
44368,M,45.0,Женат/замужем,0,1
13404,F,40.0,Холост/не замужем,0,0
19666,M,40.0,Женат/замужем,2,0
51266,F,70.0,"Вдовец, вдова",0,0
60447,F,40.0,,0,0
73757,M,40.0,,4,0
15250,F,45.0,Женат/замужем,0,0
22734,M,25.0,Холост/не замужем,0,0
83972,M,25.0,Холост/не замужем,0,1
93255,F,40.0,Женат/замужем,0,0
44213,M,35.0,Гражданский брак,0,0
54816,F,60.0,"Вдовец, вдова",0,0
65297,F,35.0,,4,0
74930,F,50.0,"Вдовец, вдова",0,0
15480,F,30.0,Холост/не замужем,0,1
5684,M,40.0,Холост/не замужем,0,1
80411,M,40.0,,0,0
58787,F,25.0,,4,1
68568,F,35.0,Женат/замужем,0,0
81009,M,20.0,,0,0
89154,M,45.0,Женат/замужем,0,0
8679,M,50.0,Женат/замужем,1,0
20030,M,70.0,Женат/замужем,0,0
23548,F,30.0,Холост/не замужем,0,0
823,F,40.0,Разведен (а),1,0
37267,F,20.0,Холост/не замужем,0,0
46985,F,55.0,,0,0
48008,F,45.0,Женат/замужем,0,0
61704,M,30.0,Холост/не замужем,0,0
28093,F,50.0,Разведен (а),1,0
28366,M,40.0,,0,0
78995,M,45.0,Женат/замужем,0,0
4157,F,50.0,Холост/не замужем,2,0
7569,F,30.0,,4,0
34654,F,80.0,,0,1
58738,M,30.0,,0,0
12218,F,60.0,Разведен (а),0,0
67607,M,25.0,Холост/не замужем,0,0
8518,F,35.0,,4,0
86268,M,20.0,,0,0
28986,F,40.0,Гражданский брак,1,0
39105,M,40.0,Женат/замужем,0,0
52837,F,50.0,Гражданский брак,0,0
73947,F,20.0,,0,0
45207,M,30.0,Холост/не замужем,0,0
75602,M,40.0,Женат/замужем,0,0
66118,M,35.0,Холост/не замужем,0,0
87709,M,25.0,,0,0
2848,M,65.0,Гражданский брак,2,0
9900,M,30.0,Холост/не замужем,0,0
13058,F,35.0,,0,1
67480,M,35.0,Женат/замужем,0,0
22730,M,30.0,,0,0
71353,M,25.0,Холост/не замужем,0,0
87422,M,55.0,,0,0
68035,F,40.0,,0,0
29058,M,70.0,,0,1
45873,F,35.0,Женат/замужем,0,0
66109,M,30.0,,0,0
78931,M,35.0,Женат/замужем,0,0
30298,M,40.0,Женат/замужем,0,0
34749,F,30.0,,0,0
82955,M,45.0,Женат/замужем,0,0
519,F,65.0,Женат/замужем,2,0
92590,F,35.0,,0,0
20695,M,55.0,Гражданский брак,2,0
38572,F,50.0,Женат/замужем,0,0
54992,M,45.0,Разведен (а),0,0
77633,F,45.0,Женат/замужем,1,0
94059,F,30.0,Холост/не замужем,0,1
9343,F,40.0,Женат/замужем,1,0
48325,F,30.0,Холост/не замужем,0,1
74835,M,20.0,Холост/не замужем,0,0
50239,M,55.0,Разведен (а),0,0
77566,M,30.0,,4,0
11224,M,35.0,Холост/не замужем,0,0
18301,F,45.0,Женат/замужем,0,0
22761,M,40.0,Холост/не замужем,0,0
46253,F,30.0,Холост/не замужем,0,0
4419,M,45.0,Гражданский брак,0,0
12602,F,40.0,Гражданский брак,2,0
19275,M,30.0,Холост/не замужем,0,0
52967,F,30.0,,0,1
63443,M,40.0,Холост/не замужем,0,0
79816,F,20.0,Холост/не замужем,0,0
85944,M,55.0,Женат/замужем,0,0
32910,F,50.0,,4,0
71065,F,25.0,Холост/не замужем,0,0
50797,M,35.0,,0,0
56658,M,25.0,Холост/не замужем,0,1
61842,M,30.0,Холост/не замужем,0,0
70911,F,25.0,Холост/не замужем,0,0
84707,M,55.0,,0,0
64982,M,35.0,Холост/не замужем,0,0
5306,F,50.0,Гражданский брак,3,1
14848,M,45.0,Женат/замужем,2,0
76420,F,35.0,Разведен (а),0,0
55560,M,40.0,Женат/замужем,0,0
87883,F,25.0,,0,0
92087,M,25.0,Холост/не замужем,0,0
36775,M,55.0,Разведен (а),0,0
48255,M,35.0,,0,0
74860,F,25.0,Женат/замужем,0,0
50297,M,35.0,,0,0
68870,F,30.0,Женат/замужем,0,0
38772,M,30.0,,0,0
50292,F,35.0,Холост/не замужем,0,0
90431,F,25.0,Гражданский брак,0,0
28118,M,35.0,Женат/замужем,0,1
10290,F,75.0,,4,0
81119,M,20.0,,0,0
36191,F,30.0,,0,0
40577,M,55.0,Женат/замужем,0,0
49945,F,25.0,Гражданский брак,0,0
68654,M,40.0,Гражданский брак,0,0
91804,M,35.0,,0,0
34827,M,35.0,,0,0
61878,M,45.0,Холост/не замужем,0,0
18025,M,40.0,Разведен (а),1,0
6029,F,35.0,Холост/не замужем,1,0
91261,M,40.0,Женат/замужем,0,0
2839,M,55.0,Холост/не замужем,0,0
6831,F,50.0,Разведен (а),1,0
60815,F,30.0,Холост/не замужем,0,0
84005,F,30.0,Гражданский брак,0,0
77785,F,55.0,Женат/замужем,0,0
13754,F,30.0,Женат/замужем,1,0
17955,M,40.0,Женат/замужем,0,1
92752,M,30.0,Холост/не замужем,0,0
13727,M,45.0,Женат/замужем,1,0
35116,M,40.0,Женат/замужем,0,0
62441,F,55.0,Холост/не замужем,0,0
79507,M,40.0,Женат/замужем,0,0
82219,M,25.0,Холост/не замужем,0,0
49626,M,15.0,,0,0
62905,F,35.0,Женат/замужем,0,0
1036,M,30.0,Холост/не замужем,0,1
27232,M,60.0,,0,0
45757,F,40.0,Холост/не замужем,0,0
83854,F,30.0,Холост/не замужем,0,0
22638,M,35.0,Женат/замужем,0,0
27024,M,55.0,Женат/замужем,0,0
48393,F,30.0,Холост/не замужем,0,0
48009,F,35.0,Женат/замужем,0,0
69700,M,40.0,Женат/замужем,0,0
38454,F,30.0,Холост/не замужем,0,0
65690,F,35.0,Женат/замужем,1,0
70048,F,55.0,,0,0
79094,F,50.0,Холост/не замужем,0,0
83202,F,40.0,Женат/замужем,0,0
86618,M,35.0,Женат/замужем,0,0
42199,M,25.0,,0,0
51588,F,25.0,Холост/не замужем,0,0
82928,M,30.0,Женат/замужем,0,0
91018,M,25.0,Разведен (а),1,0
94410,F,70.0,Холост/не замужем,0,0
76187,F,35.0,,0,0
83391,M,30.0,Женат/замужем,0,0
68885,M,25.0,Холост/не замужем,0,0
58341,F,60.0,,0,1
25195,M,45.0,Разведен (а),1,0
60022,M,35.0,Женат/замужем,0,0
38630,M,25.0,,0,0
7561,M,55.0,Женат/замужем,1,0
8894,M,30.0,Холост/не замужем,0,0
39447,F,35.0,Холост/не замужем,0,0
44338,M,40.0,Женат/замужем,0,0
61374,M,25.0,Холост/не замужем,0,0
430,M,55.0,Холост/не замужем,2,0
33741,F,40.0,Женат/замужем,0,0
71931,M,40.0,,0,1
75769,M,40.0,Холост/не замужем,0,0
2378,M,35.0,Женат/замужем,0,0
6278,M,35.0,Гражданский брак,0,0
65360,M,35.0,Женат/замужем,0,0
15356,M,55.0,Женат/замужем,3,1
43476,F,30.0,Холост/не замужем,0,0
60771,M,35.0,,0,0
93898,F,30.0,Женат/замужем,0,0
24779,M,45.0,Женат/замужем,0,0
46439,M,30.0,Холост/не замужем,0,1
62140,M,45.0,Женат/замужем,0,0
93106,F,30.0,Женат/замужем,0,0
27429,F,30.0,,0,0
32426,F,30.0,,4,1
40039,F,35.0,Разведен (а),0,0
69652,M,65.0,Женат/замужем,0,0
2728,F,40.0,Холост/не замужем,4,0
6138,F,60.0,,4,0
73719,M,40.0,Холост/не замужем,0,0
20480,F,40.0,Холост/не замужем,1,0
45553,M,70.0,Женат/замужем,0,0
65080,M,40.0,Женат/замужем,0,0
71550,F,35.0,Женат/замужем,0,0
92426,F,45.0,Разведен (а),0,0
5478,M,50.0,Женат/замужем,0,0
87507,F,30.0,,0,0
22560,F,35.0,,0,0
40473,M,25.0,Холост/не замужем,0,0
52048,F,35.0,Разведен (а),0,0
72990,F,35.0,,0,0
84573,F,45.0,Гражданский брак,4,0
92047,M,20.0,Холост/не замужем,0,0
617,M,40.0,Женат/замужем,1,0
18806,M,30.0,Женат/замужем,1,0
53181,F,35.0,Гражданский брак,0,0
82573,M,25.0,Холост/не замужем,0,0
5326,M,35.0,Гражданский брак,1,0
14060,M,55.0,Женат/замужем,4,0
89708,F,25.0,,0,0
31779,F,50.0,Холост/не замужем,0,0
62872,M,30.0,Холост/не замужем,0,0
68843,F,30.0,Женат/замужем,0,0
40262,M,45.0,Холост/не замужем,0,0
49126,F,30.0,Женат/замужем,0,0
66454,M,45.0,Холост/не замужем,0,0
14516,F,30.0,Женат/замужем,1,0
17422,M,40.0,Разведен (а),1,0
84652,F,40.0,Разведен (а),0,0
34839,M,50.0,,4,0
82537,F,45.0,Гражданский брак,0,0
34906,M,30.0,Женат/замужем,0,0
63103,F,45.0,Холост/не замужем,0,1
968,F,45.0,Холост/не замужем,1,0
55097,M,20.0,Холост/не замужем,0,0
52363,F,40.0,,0,0
69946,M,30.0,Холост/не замужем,0,0
73706,F,40.0,Женат/замужем,0,0
78780,F,40.0,Женат/замужем,0,0
89214,F,20.0,,0,0
51926,M,40.0,Женат/замужем,0,0
30126,M,45.0,Женат/замужем,1,0
30401,F,30.0,Женат/замужем,0,0
55885,M,30.0,Холост/не замужем,0,0
88670,F,35.0,Холост/не замужем,0,0
5814,F,30.0,Холост/не замужем,0,1
9485,F,40.0,,4,1
56906,F,25.0,,0,0
13491,M,50.0,Холост/не замужем,2,0
74044,M,30.0,,0,0
91380,M,55.0,,0,0
17757,M,55.0,Женат/замужем,0,0
9183,F,45.0,Женат/замужем,2,0
37230,F,25.0,Холост/не замужем,0,0
93981,F,25.0,Холост/не замужем,0,0
655,F,50.0,Женат/замужем,1,0
66812,M,25.0,Холост/не замужем,0,0
11101,F,55.0,,4,0
24010,M,35.0,,0,0
89535,F,25.0,Женат/замужем,1,0
31787,F,30.0,Холост/не замужем,0,0
46534,F,20.0,,0,0
57414,M,30.0,Женат/замужем,0,0
84703,M,35.0,,0,0
23718,F,30.0,,0,0
36018,M,45.0,Женат/замужем,0,0
48733,M,30.0,,0,0
19272,F,50.0,Женат/замужем,0,0
44593,M,55.0,Женат/замужем,0,1
25829,M,35.0,Женат/замужем,0,0
28819,M,60.0,Женат/замужем,0,0
41037,F,35.0,Холост/не замужем,0,0
70618,M,20.0,Холост/не замужем,0,0
81456,M,45.0,,0,0
42763,M,40.0,Разведен (а),0,0
49591,F,30.0,,0,1
63798,M,30.0,Женат/замужем,0,0
80905,M,20.0,Холост/не замужем,0,0
1095,M,70.0,Разведен (а),2,0
59036,M,40.0,,0,1
18335,F,35.0,Холост/не замужем,0,0
78656,F,40.0,,0,0
86836,M,50.0,Холост/не замужем,0,0
1040,F,55.0,Женат/замужем,2,0
7235,F,35.0,Женат/замужем,4,0
27384,M,35.0,Разведен (а),0,0
31871,F,30.0,,0,1
456,F,50.0,Женат/замужем,2,0
78303,F,30.0,,0,0
89294,F,35.0,,0,1
24105,F,30.0,,0,0
31677,F,35.0,Женат/замужем,0,0
62313,M,30.0,Холост/не замужем,0,0
2178,F,35.0,Разведен (а),1,0
5269,M,45.0,Женат/замужем,2,0
11474,M,50.0,Женат/замужем,2,0
48953,M,25.0,Холост/не замужем,0,0
43835,F,35.0,Холост/не замужем,0,0
68741,F,35.0,Холост/не замужем,0,0
23648,F,30.0,Холост/не замужем,0,1
82386,F,60.0,Гражданский брак,0,0
87019,F,75.0,,0,0
90920,F,25.0,Холост/не замужем,0,0
38261,M,45.0,Женат/замужем,0,0
54686,F,80.0,,0,0
7230,F,45.0,Разведен (а),1,0
56183,M,35.0,Женат/замужем,0,0
70725,M,40.0,Женат/замужем,0,0
75463,M,35.0,Разведен (а),0,0
30853,F,45.0,Женат/замужем,0,0
34972,F,40.0,Женат/замужем,0,0
44032,F,25.0,Холост/не замужем,0,0
65854,M,30.0,Холост/не замужем,0,0
78100,F,20.0,Холост/не замужем,0,0
88905,F,55.0,,0,0
5931,F,65.0,Женат/замужем,0,0
68361,F,30.0,Холост/не замужем,0,0
75939,M,30.0,Женат/замужем,0,1
92578,M,25.0,Холост/не замужем,0,0
5510,F,45.0,Женат/замужем,2,0
17023,M,30.0,Женат/замужем,0,0
28635,M,25.0,Женат/замужем,0,0
65521,M,60.0,,0,1
85844,M,40.0,Женат/замужем,0,0
89297,F,25.0,Холост/не замужем,0,0
533,M,65.0,Женат/замужем,2,1
24229,F,25.0,Женат/замужем,1,0
31915,F,35.0,Холост/не замужем,0,0
39233,M,40.0,Женат/замужем,0,0
48337,M,35.0,Холост/не замужем,0,0
13165,F,60.0,Гражданский брак,0,0
17291,M,50.0,Холост/не замужем,0,0
54858,M,35.0,Женат/замужем,0,0
78435,M,35.0,Холост/не замужем,0,0
48561,M,45.0,Гражданский брак,1,1
71212,M,25.0,,0,1
77820,F,50.0,Женат/замужем,0,0
5244,M,35.0,Гражданский брак,0,0
10422,M,70.0,,4,0
48913,F,45.0,Женат/замужем,0,0
65710,M,55.0,Женат/замужем,0,0
17072,M,45.0,,0,0
67326,F,25.0,Холост/не замужем,0,0
11055,M,45.0,Холост/не замужем,0,1
28733,F,35.0,Гражданский брак,2,0
77091,F,50.0,,0,0
21090,F,55.0,Холост/не замужем,1,1
31555,M,65.0,Женат/замужем,0,0
2136,F,75.0,Холост/не замужем,2,0
13766,M,35.0,Холост/не замужем,0,0
7636,M,55.0,Холост/не замужем,0,0
13540,M,65.0,Женат/замужем,0,0
17959,F,35.0,Женат/замужем,0,1
30097,M,50.0,Женат/замужем,0,0
67968,M,40.0,Женат/замужем,0,0
72192,M,35.0,Холост/не замужем,0,0
56925,M,50.0,,0,0
73186,F,45.0,Гражданский брак,0,0
20084,M,55.0,Женат/замужем,0,1
31513,F,40.0,,0,0
78564,M,35.0,,0,0
11194,M,45.0,Разведен (а),1,0
15689,F,40.0,Женат/замужем,2,0
18706,F,50.0,,0,1
67469,M,30.0,Женат/замужем,0,0
19251,M,40.0,Женат/замужем,1,0
49321,M,30.0,,0,0
74805,F,30.0,Холост/не замужем,0,0
78491,M,35.0,Гражданский брак,0,0
820,F,40.0,Женат/замужем,1,0
55391,F,60.0,,0,0
63912,F,25.0,Холост/не замужем,0,0
85088,F,35.0,Разведен (а),0,0
25486,M,40.0,Женат/замужем,1,0
44026,M,30.0,Холост/не замужем,0,0
51389,F,40.0,Женат/замужем,0,0
33712,M,40.0,,0,0
70332,M,45.0,Женат/замужем,0,0
74270,F,45.0,,0,1
2457,M,35.0,Женат/замужем,0,0
73906,M,55.0,,0,0
81768,F,25.0,Гражданский брак,0,0
94473,M,35.0,Женат/замужем,0,1
33447,F,40.0,Холост/не замужем,0,0
47027,F,45.0,Женат/замужем,2,0
84679,F,35.0,Женат/замужем,1,0
10640,F,35.0,Женат/замужем,0,0
50626,F,45.0,"Вдовец, вдова",0,0
68649,M,50.0,,4,0
16695,F,55.0,Холост/не замужем,0,0
71500,M,50.0,Женат/замужем,0,0
91998,F,50.0,Разведен (а),0,0
27354,F,40.0,,0,0
64192,F,40.0,Женат/замужем,0,0
69093,F,25.0,Холост/не замужем,0,1
84137,M,30.0,,0,0
53801,M,35.0,Женат/замужем,0,0
12506,F,55.0,Женат/замужем,0,0
52436,F,30.0,Гражданский брак,0,0
70043,F,60.0,"Вдовец, вдова",0,0
21543,M,35.0,Гражданский брак,0,0
37702,M,30.0,Женат/замужем,0,0
89300,F,35.0,Холост/не замужем,0,0
3546,F,45.0,Холост/не замужем,0,0
28907,M,40.0,Женат/замужем,2,0
18380,F,35.0,Холост/не замужем,0,0
46622,M,30.0,Женат/замужем,1,0
82498,F,30.0,,0,0
8034,M,35.0,Холост/не замужем,0,0
80985,F,35.0,Женат/замужем,0,0
42685,F,30.0,Женат/замужем,0,0
50204,F,25.0,,0,0
54718,M,25.0,Женат/замужем,0,0
64236,F,40.0,Женат/замужем,0,0
92113,M,35.0,Женат/замужем,0,0
33099,F,35.0,Холост/не замужем,0,0
51331,M,30.0,Холост/не замужем,0,0
94141,M,25.0,,0,0
65061,M,40.0,Женат/замужем,0,0
68476,M,45.0,Женат/замужем,0,0
77149,F,45.0,Женат/замужем,0,0
81149,F,35.0,Холост/не замужем,0,0
85561,F,40.0,,0,0
54702,F,45.0,Разведен (а),0,0
26063,M,60.0,Женат/замужем,0,0
32535,F,45.0,Женат/замужем,0,0
46686,F,50.0,Женат/замужем,0,0
74316,M,20.0,Холост/не замужем,0,0
90329,M,35.0,Женат/замужем,2,0
94222,F,55.0,Разведен (а),0,0
55014,M,40.0,Женат/замужем,0,0
2996,M,60.0,Холост/не замужем,0,0
94299,F,25.0,Женат/замужем,0,0
63894,M,60.0,Женат/замужем,0,0
13170,F,40.0,Женат/замужем,0,0
24540,M,35.0,Женат/замужем,2,0
62678,F,35.0,Холост/не замужем,0,0
77557,F,55.0,,0,0
55484,F,30.0,Гражданский брак,0,0
89950,M,20.0,,0,0
28423,M,40.0,Гражданский брак,0,0
89905,M,35.0,,0,0
49467,F,40.0,Женат/замужем,0,1
63728,F,25.0,Холост/не замужем,0,0
51607,F,30.0,,0,0
62969,F,55.0,Женат/замужем,0,0
71393,M,40.0,,0,0
83399,F,35.0,Женат/замужем,0,0
43378,F,65.0,Женат/замужем,0,0
32545,M,35.0,Женат/замужем,0,0
37967,M,30.0,Холост/не замужем,0,0
47156,M,30.0,Женат/замужем,0,0
74803,F,35.0,Женат/замужем,0,0
78927,M,25.0,Холост/не замужем,0,1
84273,F,65.0,"Вдовец, вдова",0,0
52710,M,30.0,Холост/не замужем,0,0
55871,M,30.0,,0,0
90702,M,60.0,Холост/не замужем,0,0
31115,M,35.0,Холост/не замужем,0,0
60934,F,45.0,Холост/не замужем,0,0
86438,F,40.0,Холост/не замужем,0,0
20144,F,65.0,Разведен (а),0,0
23541,M,50.0,,0,0
67465,F,30.0,Гражданский брак,0,0
89521,M,45.0,Женат/замужем,0,0
13476,F,35.0,Женат/замужем,1,0
21505,F,30.0,Холост/не замужем,0,0
1914,F,50.0,Холост/не замужем,1,0
69438,M,50.0,Женат/замужем,0,0
51216,M,35.0,Холост/не замужем,0,0
73509,M,25.0,,0,1
83257,M,20.0,Холост/не замужем,0,0
33047,M,45.0,Разведен (а),0,0
49723,F,45.0,Женат/замужем,0,0
55341,F,40.0,Женат/замужем,0,0
60843,F,45.0,Женат/замужем,0,0
18058,M,50.0,Женат/замужем,0,0
63187,F,45.0,,0,0
37141,F,45.0,Женат/замужем,0,0
21461,M,25.0,Холост/не замужем,0,0
57164,M,35.0,,0,1
91628,F,35.0,Гражданский брак,0,0
3098,F,40.0,Холост/не замужем,0,1
7973,M,40.0,Женат/замужем,2,0
23022,M,30.0,Холост/не замужем,0,0
31904,F,45.0,Разведен (а),0,0
56060,M,35.0,,0,0
71090,F,55.0,,0,0
39864,M,20.0,Холост/не замужем,0,0
57418,F,25.0,Женат/замужем,0,0
59272,F,20.0,,0,0
73189,M,30.0,,0,0
36419,M,35.0,,0,1
56616,F,35.0,,0,0
74390,F,45.0,Женат/замужем,0,0
25738,M,35.0,Женат/замужем,0,0
84263,F,25.0,,0,1
18988,M,55.0,,4,0
29188,F,30.0,Холост/не замужем,0,0
38632,F,30.0,,0,0
82735,M,30.0,Гражданский брак,0,0
27398,M,40.0,Разведен (а),0,0
34477,F,35.0,,0,0
43044,M,35.0,,0,0
63253,M,50.0,Женат/замужем,0,0
69564,F,35.0,Холост/не замужем,0,1
14901,M,35.0,Холост/не замужем,0,0
22822,M,30.0,Женат/замужем,0,0
89354,F,25.0,,0,0
4054,F,55.0,Холост/не замужем,0,0
42937,M,30.0,,0,0
61375,M,35.0,,0,0
24517,M,25.0,Холост/не замужем,0,0
56073,F,25.0,Холост/не замужем,0,0
81211,M,40.0,,0,0
84545,F,30.0,,0,0
7658,F,30.0,Женат/замужем,1,0
46069,M,45.0,Разведен (а),2,0
49953,M,55.0,,0,0
83791,M,25.0,,0,0
73838,M,50.0,Женат/замужем,0,0
80225,F,25.0,Холост/не замужем,0,0
29975,F,25.0,,0,0
50236,M,25.0,Гражданский брак,0,0
93650,F,30.0,Женат/замужем,0,0
6817,M,55.0,Разведен (а),2,1
16650,F,30.0,,0,1
31090,F,45.0,Женат/замужем,0,0
21506,F,45.0,Женат/замужем,0,0
48871,M,25.0,Холост/не замужем,0,0
90409,M,30.0,Холост/не замужем,0,0
25621,M,35.0,Холост/не замужем,0,0
35216,F,25.0,Женат/замужем,1,0
11000,F,45.0,Женат/замужем,1,0
26380,M,30.0,Холост/не замужем,0,0
37373,M,40.0,Женат/замужем,1,0
46370,F,35.0,,0,0
61521,M,45.0,Холост/не замужем,0,0
79953,F,25.0,Холост/не замужем,0,0
84896,M,35.0,Женат/замужем,0,0
88304,F,35.0,,0,0
91486,M,25.0,,0,1
50556,F,30.0,Женат/замужем,0,0
53920,F,15.0,,0,0
84827,F,30.0,Женат/замужем,0,0
27202,F,35.0,Женат/замужем,1,0
75333,F,25.0,Холост/не замужем,0,1
88426,M,30.0,Холост/не замужем,0,0
20972,M,25.0,Холост/не замужем,0,0
51332,F,30.0,Разведен (а),0,0
87294,F,35.0,Женат/замужем,0,0
44037,M,30.0,Женат/замужем,0,0
86512,M,30.0,,0,0
6882,M,50.0,Разведен (а),1,0
30007,F,40.0,,0,0
54131,M,45.0,,0,1
58201,M,30.0,,4,0
79065,M,35.0,,0,0
80406,M,45.0,Холост/не замужем,0,0
4264,M,35.0,Женат/замужем,0,0
27016,F,35.0,,0,0
72320,F,45.0,Женат/замужем,0,0
77972,F,20.0,,0,0
85460,M,35.0,,0,0
72986,M,50.0,Гражданский брак,1,0
86572,M,35.0,Женат/замужем,0,0
78397,M,30.0,,0,0
5920,F,40.0,Женат/замужем,1,0
29705,M,50.0,Холост/не замужем,0,0
46473,M,50.0,Женат/замужем,0,0
9214,M,45.0,Женат/замужем,1,0
56121,F,65.0,,0,0
17975,F,50.0,Гражданский брак,1,0
39845,F,35.0,,0,0
11604,M,40.0,Холост/не замужем,0,0
43730,M,40.0,Женат/замужем,0,0
72314,F,50.0,,0,0
77338,M,30.0,Женат/замужем,0,0
